feature_id,activation,molecule_idx,smiles,token_position,token_str
2980,24.209075927734375,36882,CC(C)(CNC(=O)Nc1ccc2c(c1)OCO2)[NH+]1CCOCC1,18,OCO
2980,24.077123641967773,14154,CCCNC(=O)c1cc(-c2ccccc2)n(-c2ccc3c(c2)OCO3)c1C,25,OCO
2980,24.044227600097656,14661,CCc1ccc(C(=O)Oc2ccc3c(c2)OCO3)o1,18,OCO
2980,23.973148345947266,5798,Cc1ncn(C[C@H](C)[NH2+]C[C@@H](O)COc2ccc3c(c2)OCO3)c1C,33,OCO
2980,23.95842742919922,47276,Cc1ccc(OCC(=O)Nc2ccc3c(c2)OCO3)c(Br)c1,18,OCO
2980,23.943729400634766,18377,Cc1ccc(CCC(=O)NCCOc2ccc3c(c2)OCO3)o1,18,OCO
2980,23.933610916137695,38385,CCCSc1ncccc1C(=O)NCc1ccc2c(c1)OCO2,18,OCO
2980,23.80646514892578,27500,O=C(C[NH+]1CCC(C(=O)Nc2ccc3c(c2)OCO3)CC1)Nc1ccccc1Cc1ccccc1,25,OCO
2980,23.767559051513672,49859,O=C(Nc1ccc2c(c1)OCCCO2)c1cc2ccccc2cc1O,14,OCCCO
2980,23.74958610534668,33673,Cc1noc(COC(=O)c2ccc3c(c2)OCO3)n1,18,OCO
2475,21.50537109375,24414,CC/C=c1/[nH]c(=O)/c(=C\c2ccccc2Cl)[nH]c1=O,17,\
2475,21.19178009033203,318,CCN1CCN(C(=O)/C(C#N)=c2\s/c(=C\c3cccc(Cl)c3)c(=O)n2-c2ccc(F)cc2)CC1,23,\
2475,21.1409969329834,6910,CC/C(=C\c1ccc2ccccc2[nH+]1)CO,6,\
2475,21.091514587402344,2233,CCC/N=C([O-])/C(C#N)=c1/s/c(=C/c2cccs2)c(=O)n1CC,23,/
2475,20.896337509155273,14244,O=c1/c(=C/c2ccc(F)cc2)sc2nc(-c3cc[nH+]cc3)nn12,9,/
2475,20.701562881469727,18033,CCCCOc1ccc(-c2nc3s/c(=C\c4ccccc4Cl)c(=O)n3n2)cc1,14,\
2475,20.699844360351562,1733,O=S(=O)(c1ccc(-c2cs/c(=N\c3ccc(Cl)cc3)n2CCCO)cc1)N1CCCC1,18,\
2475,20.69036865234375,12064,Cc1cc(C(=O)[O-])ccc1-c1ccc(/C=c2/sc3nc4ccccc4n3c2=O)o1,22,/
2475,20.679527282714844,20514,CC(C)/C(=C\c1sc(Cl)nc1Cl)C[NH2+]C(C)(C)C,8,\
2475,20.622562408447266,22723,CC1=C(C(=O)Nc2ccccc2)[C@@H](c2ccccc2Cl)n2c(s/c(=C/c3cnn(C)c3)c2=O)=N1,34,/
2164,19.695016860961914,4621,C=CC[NH+]1CCN(C(=O)c2c(Cl)cccc2Cl)CC1,18,Cl
2164,19.643096923828125,1666,CS(=O)(=O)NCCCNC(=O)C1(c2cccc(Cl)c2)CCOCC1,18,Cl
2164,19.604877471923828,48503,CN1C[C@@H]([NH2+]Cc2ccc(Cl)c3cccnc23)CC1=O,16,Cl
2164,19.585519790649414,12808,CN1C[C@@H]([NH2+]Cc2c(Cl)cccc2Cl)CCC1=O,20,Cl
2164,19.398874282836914,5430,CCc1c(N2CCCC[C@H]2C(=O)[O-])nc(-c2cccc(Cl)c2)[nH+]c1C,26,Cl
2164,19.398366928100586,2419,Cc1ccc([C@H]2C[NH2+]CC[C@H]2c2c(Cl)cccc2Cl)cc1,30,Cl
2164,19.394575119018555,4621,C=CC[NH+]1CCN(C(=O)c2c(Cl)cccc2Cl)CC1,22,Cl
2164,19.379222869873047,33021,C[C@@H]1CC(N2CCC[C@@H]2c2cccc(Cl)c2)C[C@@H](C)O1,23,Cl
2164,19.37640380859375,7210,NC(=O)NC1(C(=O)N2CCc3c(Cl)cccc3C2)CCCCC1,18,Cl
2164,19.364320755004883,37102,CCCn1ncc(C(=O)N2CCN(c3ccc(Cl)c[nH+]3)CC2)c1C,17,Cl
1209,19.406213760375977,19286,Cn1ncc(C#N)c1[N-]S(=O)(=O)c1ccc(F)c(C#N)c1,17,)(=
1209,19.25958251953125,2071,CCc1nn(C)cc1[N-]S(=O)(=O)c1[nH+]cn(C)c1Cl,15,)(=
1209,19.142637252807617,2296,CCc1ccccc1[N-]S(=O)(=O)c1cccc2nonc12,11,)(=
1209,19.111526489257812,4180,Cc1ncccc1[N-]S(=O)(=O)c1ccc2c(c1)CCC2,11,)(=
1209,19.07501220703125,42890,CCc1nn(C)cc1[N-]S(=O)(=O)c1cc(S(C)(=O)=O)ccc1F,15,)(=
1209,19.004125595092773,1252,Cc1c(N)cccc1[N-]S(=O)(=O)c1cc(Br)ccc1Br,15,)(=
1209,18.942066192626953,15917,CCc1cccc(C)c1[N-]S(=O)(=O)c1ccc2c(c1)CCN2C(C)=O,15,)(=
